instance_id,severity,triage_priority,combined_score,primary_label,all_labels,label_count,plain_english,core_requirement,ep_score,et_score,vs_score,patch_hunks,test_breakdown,has_modified_tests,ambiguity_score,evidence_summary
django__django-12406,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Django ModelForms using a RadioSelect for a ForeignKey should not render an empty (“---------”) choice when the model field has blank=False (i.e., empty is not a valid selection).",0.1667,0.0,0.45,2R/1A/0U,3A/0T/0U,False,0.45,
django__django-12419,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Change Django’s default `SECURE_REFERRER_POLICY` so that the `Referrer-Policy` response header defaults to `""same-origin""`.",0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-12713,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix `ModelAdmin.formfield_for_manytomany()` so that a caller-supplied `widget` argument actually overrides the widget used for the generated form field (matching `formfield_for_foreignkey()` behavior).,0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-12741,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Remove the redundant `using` argument from `DatabaseOperations.execute_sql_flush()` and have the method infer the database alias from `self.connection.alias`.,0.0,0.0,0.4,2R/0A/0U,2A/0T/0U,False,0.4,
django__django-12754,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix Django’s migration autodetector/operation ordering so that moving a field from a base model to a newly created subclass in the same change does not generate a migration that fails with a FieldError.,0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-12774,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Make `QuerySet.in_bulk(field_name=...)` accept a field that is globally unique due to a model `UniqueConstraint`, not only fields declared with `unique=True`.",0.0,0.0,0.4,1R/0A/0U,1A/0T/0U,False,0.4,
django__django-12858,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix Django’s model system check so that `models.E015` is not raised for `Meta.ordering` entries that use valid ORM lookups (e.g., `__isnull`) which are not transforms.",0.0,0.0,0.4,1R/0A/0U,1A/0T/0U,False,0.4,
django__django-12965,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Restore the pre-Django-3.1 SQL for `Model.objects.all().delete()` so it doesn’t use a self-referential `IN (SELECT ...)` subquery.,0.0,0.0,0.5,1R/0A/0U,1A/0T/0U,False,0.5,
django__django-13023,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Ensure that calling Django's DecimalField.to_python() with a dictionary value raises ValidationError rather than an unhandled TypeError.,0.0,0.0,0.3,1R/0A/0U,2A/0T/0U,False,0.3,
django__django-13089,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix the database cache backend’s `_cull()` so it doesn’t crash with `TypeError: 'NoneType' object is not subscriptable` when `cursor.fetchone()` returns `None` after the culling SQL runs.,0.0,0.0,0.4,1R/0A/0U,2A/0T/0U,False,0.4,
django__django-13109,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Change `ForeignKey.validate()` to check related-object existence using the related model’s `_base_manager` instead of `_default_manager`.,0.0,0.0,0.3,1R/0A/0U,2A/0T/0U,False,0.3,
django__django-13112,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix Django 3.1’s migration/model-resolution behavior so that an app installed with a mixed-case name (e.g., 'DJ_RegLogin') doesn’t crash when resolving a ForeignKey due to a lowercased lazy app reference (e.g., 'dj_reglogin').",0.0,0.0,0.45,1R/0A/0U,1A/0T/0U,False,0.45,
django__django-13279,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Restore cross-version session compatibility during a Django 3.1 rollout by using the legacy session encoding format when DEFAULT_HASHING_ALGORITHM is set to 'sha1'.,0.0,0.0,0.5,2R/0A/0U,9A/0T/0U,False,0.5,
django__django-13315,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Prevent `ForeignKey` form fields from rendering duplicate `<option>` choices when the field’s `limit_choices_to` is a `Q` object that introduces joins.,0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-13343,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Ensure that `FileField`/`ImageField` deconstruction preserves a callable `storage` argument as a callable reference instead of evaluating it.,0.0,0.0,0.2,2R/0A/0U,1A/0T/0U,False,0.2,
django__django-13363,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Ensure TruncDate() and TruncTime() honor an explicitly provided tzinfo argument instead of always using the current Django timezone.,0.0,0.0,0.3,2R/0A/0U,1A/0T/0U,False,0.3,
django__django-13401,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Django model Field instances inherited from an abstract base model should not compare equal (or hash the same) when they belong to different concrete models.,0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-13406,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix Django so that a QuerySet whose underlying `Query` was created via `values()`/`values_list()` (including with `annotate()`/GROUP BY) behaves correctly when the `Query` is pickled/unpickled and assigned back to another queryset’s `.query`.,0.0,0.0,0.3,1R/0A/0U,3A/0T/0U,False,0.3,
django__django-13410,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix the POSIX (fcntl-based) implementation in django/core/files/locks.py so that lock() and unlock() correctly return True on success and False on failure instead of always returning False.,0.0,0.0,0.1,1R/0A/0U,2A/0T/0U,False,0.1,
django__django-13417,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix `QuerySet.ordered` (and/or the underlying `Query.default_ordering` state) so it correctly reports unordered results for `GROUP BY` queries produced by `annotate()` on models with `Meta.ordering`.,0.0,0.0,0.4,1R/0A/0U,2A/0T/0U,False,0.4,
django__django-13512,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix Django admin so that JSONField values containing non-ASCII (e.g., Chinese) characters are displayed as real Unicode characters rather than \uXXXX escape sequences when editing.",0.1667,0.0,0.3,2R/1A/0U,3A/0T/0U,False,0.3,
django__django-13516,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix Django management commands’ self.stdout/self.stderr so that calling flush() actually flushes output immediately (not buffered until process end).,0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-13568,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Adjust the auth.E003 system check so it does not raise an error when the model’s USERNAME_FIELD is made unique via a total (non-conditional) UniqueConstraint instead of `unique=True` on the field.,0.0,0.0,0.5,1R/0A/0U,1A/0T/0U,False,0.5,
django__django-13590,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix Django 3.0's queryset range lookup resolution so that passing a namedtuple (2-tuple) to a `__range` filter no longer raises a TypeError during lookup value resolution.,0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-13670,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix Django's dateformat format character ""y"" so it outputs a zero-padded two-digit year for years < 1000 (and similarly < 100 and < 10), matching Python's strftime(""%y"")/PHP behavior.",0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-13741,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Make the password hash display field (ReadOnlyPasswordHashField) disabled by default so it cannot be edited and submitted changes are ignored without requiring a custom clean_password method.,0.0,0.0,0.3,2R/0A/0U,1A/0T/0U,False,0.3,
django__django-13786,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix squashmigrations optimization so that when a CreateModel is reduced with a subsequent AlterModelOptions, the resulting CreateModel correctly unsets/clears model options that the AlterModelOptions removes (including when options={}).",0.0,0.0,0.5,1R/0A/0U,1A/0T/0U,False,0.5,
django__django-13807,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix Django's SQLite backend so `loaddata` (via constraint checking) properly quotes table names when issuing `PRAGMA foreign_key_check(<table>)` and related PRAGMA calls, preventing crashes when a table name is a SQL keyword (e.g., `order`).",0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-13809,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Add a `--skip-checks` command-line option to Django’s `runserver` management command to allow bypassing system checks when starting the development server.,0.0,0.0,0.3,2R/0A/0U,1A/0T/0U,False,0.3,
django__django-13810,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix Django’s ASGI middleware loading so that when a middleware raises MiddlewareNotUsed, it does not leave the middleware chain in an incorrectly adapted (sync/async) state that later causes ASGI requests to try to await a synchronous HttpResponse.",0.0,0.0,0.35,2R/0A/0U,1A/0T/0U,False,0.35,
django__django-13820,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Adjust MigrationLoader.load_disk() so it does not treat all migration modules lacking __file__ as PEP-420 namespace packages, but instead distinguishes namespace packages via the type of __path__.",0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-13821,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Increase Django’s minimum supported SQLite version to 3.9.0 by dropping support for SQLite versions earlier than 3.9.0.,0.0,0.0,0.5,1R/0A/0U,1A/0T/0U,False,0.5,
django__django-13933,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Make ModelChoiceField include the invalid submitted value in its ValidationError for the invalid_choice error, consistent with ChoiceField/ModelMultipleChoiceField.",0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-14017,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Make bitwise boolean combination between `Q` objects and `Exists` expressions commutative so that `Q() & Exists(...)` (and similarly `|`) works the same as `Exists(...) & Q()` instead of raising `TypeError`.,0.0,0.0,0.3,1R/0A/0U,2A/0T/0U,False,0.3,
django__django-14053,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix HashedFilesMixin.post_process() so it does not yield multiple results for the same original file when running multi-pass hashing.,0.0,0.0,0.4,2R/0A/0U,1A/0T/0U,False,0.4,
django__django-14089,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Make Django's OrderedSet reversible so it can be passed to Python's built-in reversed().,0.0,0.0,0.2,1R/0A/0U,1A/0T/0U,False,0.2,
django__django-14122,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Ensure that fields specified in a model’s Meta.ordering are not added to the SQL GROUP BY clause for aggregation queries.,0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-14140,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix `django.db.models.Q.deconstruct()` so that deconstructing a single-child `Q()` containing a non-(key,value) child (e.g., `Exists(...)`) does not crash.",0.0,0.0,0.5,1R/0A/0U,4A/0T/0U,False,0.5,
django__django-14155,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Make `ResolverMatch.__repr__()` produce a useful representation when the resolved view is a `functools.partial`, exposing the underlying function and the pre-supplied arguments rather than just showing `functools.partial`.",0.0,0.0,0.5,1R/0A/0U,3A/0T/0U,False,0.5,
django__django-14238,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix Django’s DEFAULT_AUTO_FIELD validation so that custom fields subclassing BigAutoField or SmallAutoField are accepted as valid AutoField subclasses.,0.0,0.0,0.3,1R/0A/0U,2A/0T/0U,False,0.3,
django__django-14311,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix Django’s autoreloader so that when the development server is started via `python -m <dotted.module> runserver`, it preserves the full dotted module name instead of truncating it.",0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-14315,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix Django's database client `runshell` so it respects `os.environ` when the PostgreSQL backend provides no custom environment, instead of passing an empty environment to the subprocess.",0.0,0.0,0.3,2R/0A/0U,11A/0T/0U,False,0.3,
django__django-14351,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix Django ORM query generation so that OR’ing a Q object containing an M2M `__in=<QuerySet>` lookup does not produce a multi-column subquery (which triggers `ProgrammingError: subquery must return only one column`).,0.0,0.0,0.5,1R/0A/0U,1A/0T/0U,False,0.5,
django__django-14373,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix django.utils.dateformat.DateFormat.Y() so it always returns a four-digit year string padded with leading zeros, including for years < 1000.",0.0,0.0,0.2,1R/0A/0U,1A/0T/0U,False,0.2,
django__django-14404,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix catch_all_view() so its trailing-slash redirect respects FORCE_SCRIPT_NAME by including the script prefix in the redirect URL.,0.0,0.0,0.2,1R/0A/0U,2A/0T/0U,False,0.2,
django__django-14434,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix `_create_unique_sql` so it constructs a `Statement` whose `Columns` are initialized with the expected table name string (not a `Table` instance), allowing `references_column` to be computed correctly instead of always being `False`.",0.0,0.0,0.4,2R/0A/0U,1A/0T/0U,False,0.4,
django__django-14493,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix ManifestStaticFilesStorage.post_process() so that setting max_post_process_passes = 0 does not crash during collectstatic.,0.0,0.0,0.2,1R/0A/0U,1A/0T/0U,False,0.2,
django__django-14534,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix BoundWidget.id_for_label() so it uses the actual id generated for subwidgets (from ChoiceWidget.options / widget attrs) instead of reconstructing an id from name and index.,0.0,0.0,0.3,1R/0A/0U,2A/0T/0U,False,0.3,
django__django-14539,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix `django.utils.html.urlize()` so it correctly linkifies URLs that contain HTML-escaped text sequences and correctly handles trailing punctuation without duplicating characters outside the generated link.,0.0,0.0,0.4,1R/0A/0U,2A/0T/0U,False,0.4,
django__django-14580,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix Django's migration writer so that makemigrations-generated migration files include the necessary import(s) when referencing `models.Model` in `bases`, preventing `NameError: name 'models' is not defined`.",0.0,0.0,0.2,1R/0A/0U,1A/0T/0U,False,0.2,
django__django-14608,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,FormSet non-form errors should include a `nonform` CSS class (analogous to Forms’ `nonfield`) so custom ErrorList rendering can distinguish them.,0.0,0.0,0.3,2R/0A/0U,4A/0T/0U,False,0.3,
django__django-14672,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Ensure ManyToManyRel.identity (and thus hashing/comparison of ManyToManyRel) is hashable when through_fields is provided as a list by applying make_hashable to through_fields.,0.0,0.0,0.2,1R/0A/0U,168A/0T/0U,False,0.2,
django__django-14725,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Add an explicit, reliable mechanism for Django model formsets to operate in an “edit-only” mode that prevents creation of new model instances.",0.0,0.0,0.6,5R/0A/0U,3A/0T/0U,False,0.6,
django__django-14752,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Refactor contrib.admin.views.autocomplete.AutocompleteJsonView to add an overridable hook for serializing each autocomplete result item so extra fields can be included without overriding get().,0.25,0.0,0.3,1R/1A/0U,1A/0T/0U,False,0.3,
django__django-14765,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Update ProjectState.__init__() to assume that its real_apps argument is already a set and assert this invariant (when provided) instead of coercing/converting other input types.,0.0,0.0,0.2,1R/0A/0U,1A/0T/0U,False,0.2,
django__django-14771,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Ensure Django’s development auto-reloader re-executes Python with the same CPython `-X` options (e.g., `-X utf8`) that were used to start `manage.py runserver`.",0.0,0.0,0.5,1R/0A/0U,1A/0T/0U,False,0.5,
django__django-14787,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix Django's `method_decorator()` so that it preserves standard function wrapper attributes (e.g., `__name__`, `__module__`, etc.) when it turns a method into a callable passed to the decorator.",0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-14855,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix django.contrib.admin.helpers.get_admin_url so that links for ForeignKey values displayed as readonly_fields in a custom AdminSite use that admin site’s URL namespace/prefix instead of defaulting to /admin/.,0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-14915,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Make `ModelChoiceIteratorValue` hashable so it can be used in hash-based lookups (e.g., `dict` membership) without raising `TypeError`.",0.0,0.0,0.5,1R/0A/0U,1A/0T/0U,False,0.5,
django__django-14999,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Make the migration operation RenameModel a no-op when the model already specifies a custom database table name via db_table.,0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-15037,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix `inspectdb` so it generates `ForeignKey` fields that correctly reference a non-primary unique target field (via `to_field`) instead of always pointing at the referenced table’s primary key.,0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-15098,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix Django’s internationalized URL handling so `i18n_patterns` supports language locale tags that include both a script and a region subtag (e.g., `en-Latn-US`).",0.0,0.0,0.3,1R/0A/0U,2A/0T/0U,False,0.3,
django__django-15103,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Allow Django’s `json_script` helper to be called without providing an `element_id` argument.,0.0,0.0,0.3,3R/0A/0U,2A/0T/0U,False,0.3,
django__django-15104,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix the migration autodetector so it doesn’t crash with a KeyError when processing a relation field whose deconstruction kwargs omit the 'to' key (e.g., a custom ForeignKey that hardcodes 'to' and removes it in deconstruct()).",0.0,0.0,0.2,1R/0A/0U,1A/0T/0U,False,0.2,
django__django-15277,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Change `CharField.__init__` so it does not add a `MaxLengthValidator` when `max_length` is `None`, preventing invalid/extraneous validators and speeding up `Value._resolve_output_field()` for string literals.",0.0,0.0,0.4,1R/0A/0U,2A/0T/0U,False,0.4,
django__django-15278,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix Django’s SQLite schema migration behavior so that adding a nullable OneToOneField via migrations.AddField does not crash with “OperationalError: Cannot add a UNIQUE column”.,0.0,0.0,0.4,1R/0A/0U,1A/0T/0U,False,0.4,
django__django-15315,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Ensure django.db.models.Field.__hash__ is immutable so a Field’s hash does not change when the Field is assigned/contributed to a model class.,0.0,0.0,0.2,1R/0A/0U,1A/0T/0U,False,0.2,
django__django-15380,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix Django’s migration autodetector so it does not crash when a model and a field are renamed in the same makemigrations run.,0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-15467,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Ensure that when a ModelAdmin sets a custom `empty_label` in `formfield_for_foreignkey()`, that value is not overwritten by the admin’s radio_fields handling.",0.0,0.0,0.2,1R/0A/0U,1A/0T/0U,False,0.2,
django__django-15554,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Allow using multiple `FilteredRelation` aliases that target the same relation path but have different filter conditions, without one being ignored/deduplicated.",0.2778,0.0,0.4,4R/5A/0U,1A/0T/0U,False,0.4,
django__django-15561,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Make the migration AlterField operation a no-op on SQLite when the only change to a field is adding or modifying its `choices`.,0.0,0.0,0.35,2R/0A/0U,1A/0T/0U,False,0.35,
django__django-15572,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix Django’s template autoreloader regression where an empty string entry in TEMPLATES[...][""DIRS""] causes autoreload to stop working in Django >= 3.2.4 due to Path normalization.",0.0,0.0,0.5,2R/0A/0U,1A/0T/0U,False,0.5,
django__django-15731,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Django manager methods that proxy queryset methods (e.g., Person.objects.bulk_create) must expose the correct Python call signature to inspect.signature().",0.25,0.0,0.3,1R/1A/0U,1A/0T/0U,False,0.3,
django__django-15732,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix Django migrations so a `unique_together` constraint that targets a single column can be dropped even when that column already has its own uniqueness constraint (e.g., a primary key or `unique=True`).",0.0,0.0,0.5,4R/0A/0U,1A/0T/0U,False,0.5,
django__django-15741,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix django.utils.formats.get_format so it accepts a lazy string (e.g., gettext_lazy proxy) as its format argument without raising a TypeError.",0.0,0.0,0.3,1R/0A/0U,2A/0T/0U,False,0.3,
django__django-15814,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix a crash when chaining QuerySet.select_related() and QuerySet.only() on a model that has a ForeignKey to a proxy model.,0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-15851,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix Django's PostgreSQL dbshell command so that user-supplied extra arguments (passed after `--`) are placed before the database name in the generated `psql` command.,0.0,0.0,0.2,1R/0A/0U,1A/0T/0U,False,0.2,
django__django-15863,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix Django’s `floatformat` template filter so that formatting `Decimal` values does not lose precision due to an incorrect conversion path (via `float`).,0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-15916,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix `django.forms.modelform_factory()` so that when no `formfield_callback` argument is provided, it uses the `formfield_callback` specified on the provided base `ModelForm` (via its `Meta`, and/or base form attribute) instead of overwriting it with `None`.",0.0,0.0,0.3,3R/0A/0U,2A/0T/0U,False,0.3,
django__django-15930,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix Django ORM so that using a negated empty __in lookup (~Q(pk__in=[])) inside Case/When does not generate invalid SQL and crash.,0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-15973,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix Django migrations so a ManyToManyField with a string-referenced `through` model located in a different app migrates successfully (without treating the `through` as a plain string during schema creation).,0.0,0.0,0.4,1R/0A/0U,1A/0T/0U,False,0.4,
django__django-16082,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix Django’s expression type resolution so that the MOD (remainder) operator determines an appropriate Decimal output_field when combining Decimal and Integer expressions.,0.0,0.0,0.4,1R/0A/0U,2A/0T/0U,False,0.4,
django__django-16100,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Wrap Django admin's changelist_view list_editable processing in a database transaction so that edits are applied atomically.,0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-16136,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix Django’s async class-based view dispatch so that an unsupported HTTP method (e.g., GET) on a view that only defines an async handler (e.g., async post()) returns a proper 405 response instead of crashing due to awaiting a non-awaitable HttpResponseNotAllowed.",0.0,0.0,0.3,1R/0A/0U,2A/0T/0U,False,0.3,
django__django-16139,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix the UserAdmin change form’s “change password using this form” link so it works when the UserAdmin is accessed via a non-PK to_field (e.g., uuid) and the change URL includes ?_to_field=uuid.",0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-16145,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix Django's `runserver` startup message so that when the server is started with `0:<port>`, the printed URL uses `0.0.0.0` instead of `0`.",0.0,0.0,0.2,2R/0A/0U,1A/0T/0U,False,0.2,
django__django-16255,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix Django sitemaps so that calling `get_latest_lastmod()` on a sitemap with a callable `lastmod` does not raise `ValueError` when the sitemap has no items.,0.0,0.0,0.2,1R/0A/0U,1A/0T/0U,False,0.2,
django__django-16263,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Optimize QuerySet.count() so it strips/ignores annotations that are not needed to compute the count (i.e., annotations not referenced by filters, other annotations, or ordering).",0.1429,0.0,0.5,10R/4A/0U,3A/0T/0U,False,0.5,
django__django-16315,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix QuerySet.bulk_create(update_conflicts=True) so that SQL generated for ON CONFLICT uses the model field’s database column name (db_column), not the Python field name, for unique_fields and update_fields.",0.0,0.0,0.3,4R/0A/0U,1A/0T/0U,False,0.3,
django__django-16333,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix contrib.auth.forms.UserCreationForm so that saving a user with ManyToManyField-backed form fields also persists the selected many-to-many relations.,0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-16429,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Fix django.utils.timesince.timesince() so it doesn’t raise a TypeError when USE_TZ=True and the input datetime is 1+ month in the past.,0.0,0.0,0.3,1R/0A/0U,4A/0T/0U,False,0.3,
django__django-16454,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Ensure Django’s management command subparsers created from CommandParser preserve the extra error-formatting behavior so missing subparser arguments produce user-friendly usage errors instead of stack traces.,0.25,0.0,0.3,1R/1A/0U,1A/0T/0U,False,0.3,
django__django-16485,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix django.template.defaultfilters.floatformat() so it does not raise a ValueError when formatting a zero value like ""0.00"" (string or Decimal) with a precision argument of 0.",0.0,0.0,0.5,1R/0A/0U,1A/0T/0U,False,0.5,
django__django-16493,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix FileField.deconstruct so that when the field’s `storage` is a callable (even if it evaluates to `default_storage`), the deconstructed field includes a reference to that callable instead of omitting `storage`.",0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-16527,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Ensure the Django admin’s `show_save_as_new` logic also requires `has_add_permission`, preventing users without add permission from using “Save as new”.",0.0,0.0,0.1,1R/0A/0U,1A/0T/0U,False,0.1,
django__django-16569,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix Django FormSet.add_fields() so it does not error when called with index=None (e.g., via empty_form) for can_delete=True and can_delete_extra=False.",0.0,0.0,0.2,1R/0A/0U,2A/0T/0U,False,0.2,
django__django-16631,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Ensure Django’s session authentication mechanism honors SECRET_KEY_FALLBACKS so that rotating SECRET_KEY does not immediately invalidate existing logged-in sessions.,0.1667,0.0,0.5,2R/1A/0U,1A/0T/0U,False,0.5,
django__django-16661,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,"Fix ModelAdmin.lookup_allowed() so it does not wrongly reject an allowed lookup path when a OneToOneField used as the model’s primary key is involved (i.e., foreign key as primary key).",0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-16662,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Change Django’s migration file generation so that import statements in new migrations follow Django/isort default ordering: plain `import ...` lines before any `from ... import ...` lines within the import section.,0.0,0.0,0.3,1R/0A/0U,1A/0T/0U,False,0.3,
django__django-16667,CLEAN,4,0.0,clean,clean,1,Clean task -- no issues found.,Prevent SelectDateWidget.value_from_datadict() from crashing the server with an unhandled OverflowError when user-supplied day/month/year values are extremely large.,0.0,0.0,0.3,1R/0A/0U,2A/0T/0U,False,0.3,
